This profile was last updated,Status,User ID,Name of Firm,"Trade Name (""Doing Business As ..."")",DUNS Number,Parent DUNS Number,"Address, line 1","Address, line 2",City,State,Zip,Phone Number,Fax Number,E-mail Address,WWW Page,E-Commerce Website,Contact Person,County Code (3 digit),Congressional District,Metropolitan Statistical Area,CAGE Code,Year Established,Accepts Government Credit Card?,GSA Advantage Contract(s)
06/02/2021,Active,P2385676,Reed Courier Service Limited Liability Company,,032421610,,1109 Warren St,,Utica,NY,13502-3925,315-527-8620,,Reedcourierservices@gmail.com,,,Andre P Reed,065,22,8680,8BYG4,2019,[  ] Yes [X] No,
10/02/2020,Active,P2511190,Limitless Business Ventures LLC,,117665234,,210 W 146th St Apt 6f,,New York,NY,10039-3922,248-571-1240,,limitlessbusinessventuresllc@gmail.com,,,John Jackson Sr,061,13,5600,8R3E5,2020,[  ] Yes [X] No,
05/18/2021,Active,P2312258,"Amos Group Consulting, LLC, The",,079866338,,560 Eggert Rd,,Buffalo,NY,14215-1237,716-759-4306,,jason@theamosgroup.co,,,Jason Amos,029,26,1280,842M3,2014,[X] Yes [  ] No,
08/26/2020,Active,P0852526,Junma Engineering PLLC ,,609285379,,188 MONTAGUE ST STE 405 ,,BROOKLYN,NY,11201-3609,718-219-8605,,jm@jma-engineering.com,,http://jma-engineering.com,JUN Jun Ma,047,07,5600,4Q3H7,2007,[  ] Yes [X] No,
12/24/2020,Active,P2352401,"Nadoka Luxury Cleaning, LLC",,116927590,,26 Hudson Cir,,Marlboro,NY,12542-6187,845-201-0080,,Nadoka.lc@gmail.com,,,Richmond A Aidoo,111,19,,888E1,2018,[X] Yes [  ] No,
06/25/2020,Active,P1940589,CrossCompute Inc.,,037469833,,445 5th Ave 17F,,New York,NY,10016-0133,347-566-0067,,olga@crosscompute.com,https://crosscompute.com,https://crosscompute.com,Olga Creutzburg,061,12,5600,7EHJ0,2011,[X] Yes [  ] No,
12/24/2020,Active,P0832225,"BEATTY'S SERVICES, INC.",,192625064,192625064,127 W 127th St Ste 301,,New York,NY,10027-3723,800-878-9658 x3         ,855-932-0655,MYNEIKAB@BEATTYS2.COM,https://www.beattysservices.com,,MYNEIKA WHITE,061,13,5600,4MMY6,1989,[X] Yes [  ] No,
05/12/2021,Active,P2481119,New American Construction Inc,,101475657,,1599 Birchwood Dr,,Valley Stream,NY,11580-1901,718-427-4323,,new.acinc@gmail.com,,,Manprit Singh,059,05,5380,8MXU4,2009,[  ] Yes [X] No,
10/30/2020,Active,P2505173,"Seneca Biztek, Inc",,117645961,,749 Broad St Ste 102,,Salamanca,NY,14779-1330,248-249-2530,,email@senecabiztek.com,,https://www.senecabiztek.com,Bhaskar Navaneetham,009,23,,8QJS0,2020,[X] Yes [  ] No,
08/30/2020,Active,P0682315,"LEWIS-FERNANDEZ, ROBERTO",,604515531,,9 JANET TERRACE,,IRVINGTON,NY,10533-1305,917-822-8522,646-774-8105,roberto.lewis@nyspi.columbia.edu,,,ROBERTO  LEWIS-FERNANDEZ,119,17,5600,44UF5,2005,[  ] Yes [X] No,
05/21/2021,Active,P2618058,SGGROUP SUPPLY NY LLC,,118046425,,1981 MARCUS AVE #E117,,NEW HYDE PARK,NY,11042-1081,713-598-2509,,kevin@sggroupsupply.com,,,Kevin Castellanos,059,03,5380,912V3,2020,[  ] Yes [X] No,
09/10/2020,Active,P2500416,Worldcast Live INC,,078365214,,53 Bridge St Ste 508,,Brooklyn,NY,11201-7903,917-755-7148,,peter.lewis@worldcastlive.com,,,Peter Lewis,047,07,5600,8Q795,2014,[X] Yes [  ] No,
01/25/2021,Active,P2434108,RANIAL SYSTEMS INC,,104069275,,10460 QUEENS BLVD APT 4H,,FOREST HILLS,NY,11375-7308,216-272-2334,,gnanm@ranial.com,www.ranial.com,https://emarketfair.com,Gnanavel Madasamy,081,06,5600,8HC28,2019,[  ] Yes [X] No,
03/24/2021,Active,P2209561,"Pimienta-Penalver, Raida",Raida Pimienta Interpreting,080404001,,2213 N French Rd Apt 3,,Getzville,NY,14068-1147,716-580-3758,,raidha9@hotmail.com,,,Raida Pimienta,029,26,1280,7UVT8,2017,[  ] Yes [X] No,
08/11/2020,Active,P2395251,R.L.B ALLIANCE LLC,,056114975,,357 EDGECOMBE AVENUE APT 4F,,NEW YORK,NY,10031-1305,347-998-5505,,eleanormcarthur@gmail.com,rlballiancellc.bid,,Eleanor McArthur,061,13,5600,8CMY9,2015,[X] Yes [  ] No,
09/14/2020,Active,P2382327,R & K Coffee Inc,,117066054,,505 Rogers Ave,,Brooklyn,NY,11229-5447,718-569-7767,,rkcoffeeinc@gmail.com,,,Man Cheng Wu,047,09,5600,8C9S1,2019,[  ] Yes [X] No,
11/30/2020,Active,P2513432,WORLD ALLIANCE RECORDS LLC,,117662647,,1310 Pennsylvania Ave Ste 3H,,Brooklyn,NY,11239-1911,917-327-6289,347-533-4773,sykes@worldalliancerecords.com,https://www.worldalliancerecords.com/,,Sha Sykes,047,08,5600,8RBY0,2009,[X] Yes [  ] No,
09/19/2020,Active,P2500181,MARVRY LLC,,128024587,,623 Crescent St,,BROOKLYN,NY,11208-3935,646-943-1556,,marvasmall01@hotmail.com,,,Marva D Harris-Small,047,08,5600,8Q3L5,2020,[  ] Yes [X] No,
04/29/2021,Active,P1218705,"Castleoak Securities, L.P.",,604078696,,200 VESEY ST FL 4,,NEW YORK,NY,10281-1013,212-610-6212,212-294-7866,rbacon@castleoaklp.com,http://www.castleoaklp.com/,,Robert Bacon,061,10,5600,5Z7S9,2006,[  ] Yes [X] No,
01/22/2021,Active,P1942771,"DMAR.REMODELING, LLC",,079693119,,77 Vermilyea ave B53,,New York,NY,10034-4419,347-385-7382,646-481-2773,Dmar.Remodeling.llc@gmail.com,http://www.dmarremodelingllc.com/,http://www.dmarremodelingllc.com/,Damian Reid,061,13,5600,7E2C8,2012,[X] Yes [  ] No,
09/02/2020,Active,P2338976,MYLESTONE SYSTEMS LLC,,016007967,,125 Beach 17th St Apt 9j,,FAR ROCKAWAY,NY,11691-4503,516-395-1807,,bolajiidowu@msn.com,,http://www.mylestonesystems.com,Bolaji Idowu,081,05,5600,87A66,2008,[  ] Yes [X] No,
03/15/2021,Active,P1928715,CNS Environmental Corp. ,,079769914,079769914,208 Newtown Rd ,,Plainview,NY,11803-4307,516-932-3228 x101       ,,cpowers@cnsenviro.com,,http://www.cnsenviro.com,Charles Powers,059,03,5380,7CJZ6,2006,[X] Yes [  ] No,
05/25/2021,Active,P2593646,DIAMOND STONE RESTORATIONS CORP,,092711862,,11735 142ND ST,,JAMAICA,NY,11436-1237,929-335-0190,,dsrcorpny@gmail.com,,,Edwin Rodriguez,081,05,5600,90WG4,2015,[X] Yes [  ] No,
01/26/2021,Active,P2229682,Waldman Sales Corp.,J Nahon Import Co,045418951,,1235 39 St,,Brooklyn,NY,11218-1932,718-499-4122,718-499-4126,sales@hairera.com,https://hairera.com/,https://hairera.com,Jonathan Grunwald,047,10,5600,7WK47,2009,[X] Yes [  ] No,
12/04/2020,Active,P2563846,Dyamond J Construction LLC,,117762506,,383 Hancock St PVT,,Brooklyn,NY,11216-0000,646-387-4220,,djconstllc@aol.com,,,Sharon Cooper,047,08,5600,8T1T2,2019,[  ] Yes [X] No,
08/12/2020,Active,P2490272,LIFE DISINFECTING SERVICES LLC,,117589370,,531 E LINCOLN AVE APT 5R,,MOUNT VERNON,NY,10552-3739,914-484-8051,,lifedisinfecting@gmail.com,,,Carlos DaCosta,119,16,5600,8NZK4,2020,[X] Yes [  ] No,
03/17/2021,Active,P2439726,Rennon Construction Corp.,,091459183,,101-13 Lefferts Blvd,,South Richmond Hill,NY,11419-2005,718-427-1298,,aman@rennon.net,,,Amandeep  Singh,081,05,5600,8HRL2,2015,[X] Yes [  ] No,
02/06/2021,Active,P2442675,"BRAD R. BRAXTON, LLC",,117416534,,324 Dean St Apt 1B,,Brooklyn,NY,11217-2291,646-842-0280,,brad@bradbraxton.com,,,Brad R Braxton,047,08,5600,8HN02,2020,[  ] Yes [X] No,
06/28/2020,Active,P1446429,"ENDOCRINE TECHNOLOGY, LLC",,958782864,,326 LIVINGSTON ST STE A,,BROOKLYN,NY,11217-1002,347-302-3107,718-222-1350,etbond@gmail.com,HTTPS://WWW.ETCOVID-19.COM,HTTPS://WWW.ETCOVID-19.COM,Kumarpal A Shah,047,08,5600,5XSY3,2002,[X] Yes [  ] No,
05/29/2021,Active,P2301965,"35 State Properties, LLC",,080600478,,35 State St,,Rochester,NY,14614-1339,585-489-6444,585-454-7426,35stateproperties@gmail.com,,,Carmen R Coleman,055,25,6840,83NM9,2017,[X] Yes [  ] No,
01/27/2021,Active,P2580707,SHERPA CONSTRUCTION CONSTULTING LLC,,047522564,,6558 MAURICE AVE,,WOODSIDE,NY,11377-7544,646-339-5785,,chongba@sherpagcm.com,sherpagcm.com,,Chongba L Sherpa,081,14,5600,8UFL1,2016,[  ] Yes [X] No,
08/28/2020,Active,P2358541,Scoge Inc.,,116981944,,3405 Neptune Ave Apt 1447,,Brooklyn,NY,11224-5022,347-873-1707,,starr@scoge.co,www.scoge.co,,Starlinas Oge,047,08,5600,88Z70,2017,[X] Yes [  ] No,
07/15/2020,Active,P2481631,RR7 INTERIORS DESIGN CORP,,081410787,,31-33 90TH ST APT 3C,,EAST ELMHURST,NY,11369-2250,845-798-9900,,rr7designcorp@gmail.com,,,Renzo Rodriguez,081,14,5600,8MX90,2018,[  ] Yes [X] No,
11/13/2020,Active,P2377885,"Melcon Group Worldwide, Inc.",,117026082,,1509 Lincoln Ave,,Holbrook,NY,11741-2216,631-619-6933,631-691-6002,mel@mgw.world,www.mgw.world,,Imelda  Conste,103,02,5380,8BL32,2015,[  ] Yes [X] No,
02/01/2021,Active,P2378782,"NAHE, LLC",NAHE,116713396,,4646 Park Ave Apt 6A,,Bronx,NY,10458-7656,646-894-9076,,info@naheus.com,www.naheus.com,http://www.naheus.com,Nicole  M N'diaye,005,15,5600,8DJL4,2018,[X] Yes [  ] No,
05/06/2021,Active,P1819040,LETOVA LLC,,079322142,,4806 17 Ave,,Brooklyn,NY,11204-1120,718-490-9586,,sales@letovaelectronics.com,,,Israel Sporn,047,10,5600,73MB3,2014,[X] Yes [  ] No,GS-35F-401DA
01/26/2021,Active,P2370480,"Platinum Healthcare Solutions, Inc.",,038288558,,7 Kalmia Ln,,Valley Stream,NY,11581-2325,917-923-7383,,SMcKenzie@PHSPro.com,www.PHSPro.com,https://www.phspro.com/,Sherlon McKenzie,059,05,5380,8AQ85,2010,[X] Yes [  ] No,
07/13/2020,Active,P2486142,Conscious Views Holdings LLC,,117569556,,95 Wall St # 4333,,New York,NY,10005-4201,908-523-8648,,Kyiona35@yahoo.com,,,Kyiona Carswell,061,10,5600,8MV95,2020,[  ] Yes [X] No,
11/18/2020,Active,P2518476,Zokan Logistics LLC,,117652483,,580 E 89th St,,Brooklyn,NY,11236-3245,646-645-6594,,zokanlogistics@gmail.com,,,Jean Chouloute,047,08,5600,8RGG9,2020,[X] Yes [  ] No,
08/21/2020,Active,P2494350,"Eparel, L.L.C.",Bib & Tucker,080074058,,300 W 55TH ST APT 12A,,New York,NY,10019-5170,212-918-9129 x501       ,866-386-8789,kevin.schiesz@eparel.com,https://www.eparel.com,,Kevin J Schiesz,061,10,5600,86EJ7,2012,[X] Yes [  ] No,
12/08/2020,Active,P0713963,Photon Migration Technologies Corp.,NIRx New York,103776238,103776238,15 CHERRY LN,,GLEN HEAD,NY,11545-2215,516-759-8750,516-656-0676,sue.barbour@nirx.net,,,SUSAN BARBOUR,059,03,5380,47XE0,1993,[  ] Yes [X] No,
12/23/2020,Active,PN100308,"Datrose, Inc.",,080750177,080750177,660 Basket Rd,,Webster,NY,14580-9764,585-217-0228,585-265-4016,cleader@datrose.com,http://www.datrose.com,https://www.datrose.com/,Cheryl Leader,055,25,6840,1AA34,1976,[X] Yes [  ] No,
05/27/2021,Active,P2583901,CPR MANAGEMENT INC,,088342572,,444 2ND AVE APT 29D,,NEW YORK,NY,10010-2526,917-892-5212,877-906-6668,airmaster444@aol.com,,,Andre Logan,061,12,5600,8WMQ5,2018,[X] Yes [  ] No,
02/06/2021,Active,P2579268,KENKADE SOLUTIONS LLC,,117847044,,519 E 46TH ST,,BROOKLYN,NY,11203-4203,646-330-9693,,kennon@kenkadesolutions.com,,,Kennon Campbell,047,09,5600,8V3H1,2021,[X] Yes [  ] No,
04/09/2021,Active,P1656459,ATMOSPHERE PRODUCTION GROUP CORPORATION,,007840299,,331 MCCLELLAN AVE,,MOUNT VERNON,NY,10553-2110,917-842-0217,914-803-0071,bruce@atmosphereproductiongroup.com,,,BRUCE  Williams,119,16,5600,6R4S0,2008,[X] Yes [  ] No,
01/21/2021,Active,P2432487,"COLE, EDWARD",A NEW CITY CLEANING,117219627,,1 GLENWOOD AVE APT 27C,,YONKERS,NY,10701-2155,646-316-6335,,ANewCityCleaning@gmail.com,,,Edward Cole,119,16,5600,8GXX4,2016,[  ] Yes [X] No,
05/21/2021,Active,P2617079,TIER SCRIPT LLC,,099927650,,1216 ELLSWORTH BLVD,,MALTA,NY,12020-3302,518-527-8923,,Fredrick.tier@gmail.com,,,Brian Thompson,091,20,0160,912W4,2018,[X] Yes [  ] No,
02/11/2021,Active,P2481640,VAILOWE SOLUTIONS INC,,117547389,,42 Alexander Rd,,Monroe,NY,10950-4239,917-232-2617,,ms.ailowe@gmail.com,,,Angela Lowe,071,18,5660,8MFJ1,2020,[  ] Yes [X] No,
05/11/2021,Active,P2333186,"Mitchell, Chantea",Mitchell Painting Contractor,081368240,,202 Wellington Woods Dr,,Brockport,NY,14420-1544,585-287-4922,,chantea25@gmail.com,,,CHANTEA MITCHELL,055,25,6840,87E08,2018,[X] Yes [  ] No,
01/07/2021,Active,P2558456,HAMPTONS ODD JOBS INC,,017772194,,74 Depot Rd,,Westhampton Beach,NY,11978-1302,516-317-8226,,Fizzah@hamptonsoddjobs.com,www.hamptonsoddjobs.com,,Fizzah Idrees,103,01,5380,8TKX3,2019,[X] Yes [  ] No,
04/23/2021,Active,P2603364,"SACRED CHOW, Inc",,947545471,,227 Sullivan St,,New York,NY,10012-4803,917-450-9177,,CONTACT@SACREDCHOW.COM,www.sacredchow.com,,Cliff Preefer,061,10,5600,8ZJE0,1995,[X] Yes [  ] No,
06/14/2020,Active,P1774934,"WORKING FOR BUSINESS, INC. ",Working For Business ,005664821,,42 West 120th Street #3C ,,New York,NY,10027-6313,917-353-9675,917-353-9675,wgRattray@WorkingForBusiness.Net,www.WorkingForBusiness.Net,,Wentworth Rattray,061,13,5600,1TMZ2,2013,[X] Yes [  ] No,
01/08/2021,Active,P0432889,"Magnetic Aids, Inc.",,002563955,,201 Ann St,,Newburgh,NY,12550-5417,845-863-1400,845-863-1490,joe@magneticaids.com,https://www.magneticaids.com,,JOSEPH FORMOSO,071,18,5660,16438,1958,[X] Yes [  ] No,
03/21/2021,Active,P0748128,USQTECH CORPORATION,,112094334,,18 Stuyvesant Oval STE 9C,,New York,NY,10009-2249,917-836-2416,347-549-4321,pedwards@usqtech.com,www.usqtech.com,http://www.usqtech.com,PATRICIA  EDWARDS,061,12,5600,4C2V9,2002,[X] Yes [  ] No,GS-35F-330GA
05/18/2021,Active,P1973857,Nates Typewriters & Computers Inc ,NATE'S COPIERS & COMPUTERS ,094164357,,2442 PINE AVE ,,NIAGARA FALLS,NY,14301-2402,716-282-0088 x101       ,716-282-1788,NATEJR@NATES.NET,www.nates.net,,NATHAN W CAPTON JR,063,26,1280,7FBV9,1978,[X] Yes [  ] No,
05/29/2021,Active,P1140904,"LIFETIME FINANCIAL GROUP, LLC",,832076181,,35 STATE ST,,ROCHESTER,NY,14614-1339,585-489-6444,585-424-7426,Nemrac033@gmail.com,,,CARMEN  R Coleman,055,25,6840,5QEX5,2009,[  ] Yes [X] No,
11/24/2020,Active,P0800200,Seaboard Marine Electric Co Inc,,044168615,,107 14th St,,BROOKLYN,NY,11215-4607,718-768-1136,718-768-8343,yuvraj@aancoelectric.com,https://sbmarine.com,,Yuvraj Singh,047,07,5600,4J3Q9,1946,[X] Yes [  ] No,
08/25/2020,Active,P2011872,"Openbox Design, LLC",,079736280,,185 VAN DYKE ST STE 202,,BROOKLYN,NY,11231-1076,845-336-7700,,tina@opnbx.com,www.opnbx.com,,Photinee Thomson,047,07,5600,7KNX0,2012,[  ] Yes [X] No,
09/24/2020,Active,P2290953,"JTS Cleaning Services of Long Island, LLC",,081039771,,654 Wellwood Ave Ste 307,,Lindenhurst,NY,11757-1678,516-941-8496,,Justin@jtscleaningservice.org,,https://www.jtscleaningservice.org/,Justin Wright,103,02,5380,83EE4,2017,[X] Yes [  ] No,
01/08/2021,Active,P2189948,Barnett Plumbing & Heating Corp.,,096702340,,462 E 182nd St,,Bronx,NY,10457-1402,718-367-7350,718-654-9245,Lbar123@msn.com,,,Lenworth Barnett,005,15,5600,7SWU1,2000,[  ] Yes [X] No,
08/19/2020,Active,P2496481,"Bradley, Gregory",Bradley Consulting & Training,117611042,,11489 227th St,,Cambria Heights,NY,11411-1320,718-949-3239,718-341-5429,bradleyconsulting@hotmail.com,www.bradleyconsultingandtraining.com,,Gregory Bradley,081,05,5600,8PBN2,2003,[X] Yes [  ] No,
07/11/2020,Active,P1132327,"Egami Group, Inc.",,162838531,,"212 W. 35th Street, 10th Floor",,New York,NY,10001-2508,240-475-7083,888-632-4991,CAMMILLIA@EGAMIGROUP.COM,http://www.egamigroup.com,http://www.egamigroup.com,CAMMILLIA D CAMPBELL,061,10,5600,5PB53,2007,[X] Yes [  ] No,
01/23/2021,Active,P2576115,ICON VALLEY EMPIRE LLC,REYNA LOGISTICS,015376456,,9150 191ST ST APT 2E,,HOLLIS,NY,11423-2869,917-903-1607,,lenasalam0103@gmail.com,,,LENA SALAM,081,05,5600,8UJ38,2018,[  ] Yes [X] No,
10/13/2020,Active,P2407511,"CHIANG O'BRIEN ARCHITECTS, D.P.C.",,078527481,,217 North Aurora St,,Ithaca,NY,14850-4345,607-241-0244 x101       ,,grace@chiangobrien.com,https://chiangobrien.com/,https://chiangobrien.com/,Grace Chiang,109,23,,8ECV5,2012,[  ] Yes [X] No,
02/26/2021,Active,P1484068,"AMERICAN ENVIRONMENTAL ASSESSMENT & SOLUTIONS, INC.",,808374446,,679 LAFAYETTE AVE FL 3,,BROOKLYN,NY,11216-1009,718-209-0653,718-906-4090,aollivierre@aeasinc.com,http://www.aeasinc.com,http://www.aeasinc.com,ANTOINETTE  Ollivierre,047,08,5600,6ACT3,2006,[  ] Yes [X] No,
03/26/2021,Active,P2467335,Panagios MEP Corp,,117521110,,2602 24th Ave,,Astoria,NY,11102-2346,979-241-2075,,nikolas@panagiosmep.com,,,Nikolas Panagiotopulos,081,14,5600,8LK84,2016,[  ] Yes [X] No,
04/14/2021,Active,P2603771,"Uptown Subway, LLC",Subway,080484024,,3167 Bailey Ave,,Buffalo,NY,14215-1623,716-418-4132,,i.cisse@varsitytheatresubway.com,,,Ibrahim Cisse,029,26,1280,8Z7B5,2013,[X] Yes [  ] No,
08/20/2020,Active,P2010847,"CPP Phacil Partners, LLC",,080157455,,92 Main St Ste 208,,Yonkers,NY,10701-7071,914-377-0301,914-377-0302,acruz@cppsystems.com,,,Albert Cruz,119,16,5600,7K7D0,2016,[  ] Yes [X] No,47QTCA19D0026
01/12/2021,Active,P2284176,"Almada, Dennis",DA SPOT GROUP,081073212,,340 E 29TH ST APT 4F,,NEW YORK,NY,10016-6203,508-542-6400,,spot6@daspotgroup.com,,http://daspotgroup.com,Dennis T Almada,061,12,5600,81G40,2018,[X] Yes [  ] No,
03/01/2021,Active,P2160939,Pienso Inc,,080501911,,19 Morris Ave Ste 128,,Brooklyn,NY,11205-1095,617-863-6522,,birago@pienso.com,pienso.com,,Birago Jones,047,08,5600,89AT4,2016,[  ] Yes [X] No,
02/14/2021,Active,P2415712,RISE OF THE PHOENIX LLC,,117245772,,4511 Glendale Ct,,Brooklyn,NY,11234-1414,202-569-5664,,Nadinereneeonline@gmail.com,,,Nadine Smiley,047,09,5600,8HTQ5,2017,[X] Yes [  ] No,
11/11/2020,Active,P2481390,"CHECKPOINT DESIGN SERVICES, LLC",,117003321,,201 E Jefferson St Ste 200,,Syracuse,NY,13202-2646,315-730-9144,,rod_coffey@hotmail.com,,,Rod Coffey,067,24,8160,8MX26,2019,[  ] Yes [X] No,
06/06/2020,Active,P0987857,YOBITECH LLC,,806329616,,72-11 AUSTIN ST STE 298,,FOREST HILLS,NY,11375-5354,888-881-7218,888-881-7218,may@yobitech.com,http://www.yobitech.com,,May Yee,081,06,5600,55FJ7,2006,[X] Yes [  ] No,
02/14/2021,Active,P2228257,Perennitas Solutions Inc.,Perennitas Consulting,079358703,,"117, W 58th Street PHB",,New York,NY,10019-0000,617-905-6965,,sid.sarin@perennitas.com,,,SIDDHARTH SARIN,061,12,5600,7WE67,2014,[  ] Yes [X] No,
04/29/2021,Active,P2610066,JATE INC,,088866407,,14 JOHNSON DRIVE,,WARWICK,NY,10990-3733,917-819-5283,,gthomas@jateinc.com,,https://www.jateinc.com,George Thomas,071,18,5660,901A0,2005,[X] Yes [  ] No,
11/12/2020,Active,P2481667,COZY OASIS INC,,007388216,,964 49TH ST APT F7,,BROOKLYN,NY,11219-2915,718-986-5942,,ashley@cozyoasis.nyc,www.cozyoasis.nyc,,Ashley Warmington,047,10,5600,8QER7,2015,[X] Yes [  ] No,
02/10/2021,Active,P0821867,"Neil Hoosier & Associates, Inc.",,037468522,,1 Ormian Dr,,Pomona,NY,10970-2812,845-517-4476,845-517-4477,neil@nhassociates.com,nhassociates.com,,NEIL  HOOSIER,087,17,5600,4LGQ1,1999,[X] Yes [  ] No,GS-00F-337GA
07/19/2020,Active,P2478907,VTS3 Corp.,,080147055,,25 Broadway 9th Fl,,New York,NY,10004-1058,646-397-8731,,contracts@vts3.com,www.vts3.com,https://www.vts3.com,Jose Martinez,061,10,5600,8MZ13,2016,[  ] Yes [X] No,
02/14/2021,Active,P2376693,"U-Lace, L.L.C.",,009398412,,463 CENTRAL AVE,,ROCHESTER,NY,14605-3012,716-848-0939,,tim@u-lace.com,https://www.u-lace.com/,,Timothy J  Talley,055,25,6840,8BC63,2008,[X] Yes [  ] No,
05/17/2021,Active,P2235433,GXC INC.,,080810506,,95 Bay Dr E,,Huntington,NY,11743-1414,631-880-9239,,genaro@gxc-inc.com,,http://www.gxc-inc.com,Genaro X Cavazos,103,03,5380,7XAR4,2017,[X] Yes [  ] No,
04/22/2021,Active,P2606903,BROWNSVILLE BRIGHT BEGINNERS LLC,,036205977,,204 LOTT AVE,,BROOKLYN,NY,11212-5281,929-316-4004,,brownsvillebrightbeginners@gmail.com,,,Shakeal Huggins,047,08,5600,8ZMZ5,2021,[X] Yes [  ] No,
11/05/2020,Active,P2269272,Apparel Brand Consultants LLC,,080832217,,9705 24th Ave,,East Elmhurst,NY,11369-1233,917-400-4142,,pelnyc@pelnyc.com,,,Dwayne Peltier,081,14,5600,80G14,2015,[X] Yes [  ] No,
01/12/2021,Active,P1988961,"F1 Technology Group, Inc.",,167252308,,55 W 39th St Ste 204,,New York,NY,10018-3826,917-408-9955,,patrick@f1group.net,,,Patrick Song,061,12,5600,7GSN6,2002,[X] Yes [  ] No,
08/11/2020,Active,P2245335,"ScienceBetter Consulting, LLC",,080858809,,4 West 101st St Apt 29,,New York,NY,10025-4715,917-837-9748,,kellecruz@sciencebetter.consulting,http://sciencebetter.consulting,http://sciencebetter.consulting.com,Kelle Cruz,061,13,5600,7XYD1,2015,[X] Yes [  ] No,
06/02/2021,Active,P2483423,WESCARE TRANSPORTATION LLC,,105037037,,602 HYDE PARK BLVD,,NIAGARA FALLS,NY,14301-2604,716-479-0210,,wes.care@mail.com,,https://wescaretransport.com,Wesley Streeter,063,26,1280,8P3U5,2019,[  ] Yes [X] No,
09/25/2020,Active,P2509817,Querubin USA LLC,,117678350,,399 Awosting Rd,,Pine Bush,NY,12566-5503,917-254-5785,,JFernandez@Querubin-USA.com,,,Rudy A Rodriguez,071,19,5660,8QS88,2019,[  ] Yes [X] No,
02/23/2021,Active,P1637209,"IQ CONTRACTING, INC. & ASSOCIATES",,030706268,,95 CROTON AVE,,OSSINING,NY,10562-4216,914-236-0565,914-941-7447,iqcontracting@gmail.com,,https://www.iq-contracting.com/,Daysi L Briones,119,17,5600,6PGB0,2010,[  ] Yes [X] No,
04/03/2021,Active,P2599187,IV Purpose Inc.,,106535808,,1489 Fulton St,,Brooklyn,NY,11216-2506,917-805-9156,,info@ivpurposebk.com,,,Darnell Joseph,047,08,5600,8YE04,2019,[  ] Yes [X] No,
10/14/2020,Active,P2503193,Rileys Cleaning System Corp.,,117664135,,425 W 18th St Apt 8G,,New York,NY,10011-3878,917-805-2245,,jimmiecorbett19@gmail.com,,,Jimmie Corbett,061,10,5600,8R4V2,2017,[  ] Yes [X] No,
10/09/2020,Active,P2286373,"Critical Path Integrators, Llc",,045783830,079098761,109 TWIN OAKS DR STE U3,,Syracuse,NY,13206-1204,315-433-1331,315-433-1551,will@cpiav.com,www.cpiav.com,,Will Thornton,067,24,8160,82L59,2013,[X] Yes [  ] No,
02/02/2021,Active,P2277708,"WILL-DO PLUMBING, INC.",,004197958,,20517 Hollis Ave,,Saint Albans,NY,11412-1417,718-740-3742,718-740-3743,eric@willdoplumbing.com,,http://www.willdoplumbing.com,Eric Lawrence,081,05,5600,81ZJ7,2005,[  ] Yes [X] No,
01/26/2021,Active,P0807299,"WIDE AREA COMMUNICATION SERVICES, INC.",,605432434,,1279 EDISON AVE FL 3,,BRONX,NY,10461-6156,646-533-7025,718-829-1343,wideareacomm@msn.com,,,Joseph Mondello,005,14,5600,4JV42,1989,[X] Yes [  ] No,
05/28/2021,Active,P2289329,ALL ACES CORP.,,081106133,,1155 MONTAUK HWY,,PATCHOGUE,NY,11772-5455,516-965-4769,,miguel@allacescorp.com,,http://www.allacescorp.com/,Miguel Perez,103,01,5380,82N44,2015,[X] Yes [  ] No,
04/14/2021,Active,P2449724,BAMBOO ESSENTIALS DISTRIBUTORS LTD,,037820977,,2785 Frederick Douglass Blvd,,New York,NY,10039-3152,410-259-0296,,toure@bambooyoshi.com,Www.bambooyoshi.com ,,Mohammed Toure,061,13,5600,8JAU3,2018,[X] Yes [  ] No,
05/26/2021,Active,P1891134,"Virsig, LLC",,079523332,,95 SEAVIEW BLVD STE 201,,PORT WASHINGTON,NY,11050-4633,347-738-2162,718-766-2024,bvalenza@virsig.com,www.virsig.com,http://www.virsig.com/,Brian Valenza,059,03,5380,77KG0,2014,[X] Yes [  ] No,
07/03/2020,Active,P2477415,MHLIN AND PARTNERS INC.,,048700861,,4010 8TH AVE,,BROOKLYN,NY,11232-3706,929-732-9838,,mhlinpr@gmail.com,,,Hu Lin,047,07,5600,8MJS1,2014,[  ] Yes [X] No,
04/21/2021,Active,P2605218,Tribe Insurance Agency LLC,,117940923,,11 Carmine St Apt 4B,,New York,NY,10014-6919,917-803-7917,,jelani@tribeinsured.com,,,Jelani Fenton,061,10,5600,8ZLC9,2021,[X] Yes [  ] No,
03/05/2021,Active,P1996653,"ARM ROCHESTER, INC.",,079845925,,740 DRIVING PARK AVE STE I,,ROCHESTER,NY,14613-1534,585-370-9161,,asantiago@armfg.com,www.armfg.com,http://armfg.com,Armando Santiago,055,25,6840,7HKC7,2014,[X] Yes [  ] No,
06/02/2021,Active,P2484184,Luxcom Inc.,,081204111,,1212 Avenue of the Americas,,New York,NY,10036-1602,212-302-0945,,monil.kothari@luxcominc.com,www.luxcominc.com,https://www.hausofbrilliance.com,Monil Kothari,061,12,5600,8PR57,2017,[X] Yes [  ] No,
